COLLISION_ID,LOCATION,X,Y,LONGITUDE,LATITUDE,DATE,TIME,ENVIRONMENT,LIGHT,SURFACE_CONDITION,TRAFFIC_CONTROL,TRAFFIC_CONTROL_CONDITION,COLLISION_CLASSIFICATION,IMPACT_TYPE,NO_OF_PEDESTRIANS
17-105,BERRIGAN DR btwn EDGEWARE DR & COLINDALE AVE,363999.46076,5015400.00430,-75.74547673750,45.27606400670,2017-01-04,5:35:00 PM,03 - Snow,05 - Dusk,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-106,BASELINE RD @ MERIVALE RD,365052.97966,5025324.65653,-75.73084297670,45.36527562350,2017-01-04,5:00:00 PM,04 - Freezing Rain,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-107,INNES RD @ VISENEAU DR,381797.66562,5035073.82737,-75.51559497820,45.45135207930,2017-01-04,6:00:00 PM,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-108,BANK ST @ RIVERSIDE DR S,369303.04486,5027893.88400,-75.67625879470,45.38801454620,2017-01-04,6:09:00 PM,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-109,CHARLEMAGNE BLVD @ ORCHARDVIEW AVE,384508.72112,5037242.85680,-75.48058826140,45.47056304620,2017-01-04,6:10:00 PM,03 - Snow,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-110,BERRIGAN DR @ LONGFIELDS DR,364306.95444,5015646.35040,-75.74152840870,45.27825467160,2017-01-04,6:23:00 PM,03 - Snow,07 - Dark,06 - Ice,11 - Roundabout,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-111,KITCHENER AVE @ BANK ST,370541.94705,5025500.77491,-75.66075759030,45.36636696700,2017-01-04,6:34:00 PM,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
17-112,LIMEBANK RD btwn RIDEAU RD & MITCH OWENS RD,371628.67584,5012201.18162,-75.64867947660,45.24659785720,2017-01-04,6:41:00 PM,05 - Drifting Snow,07 - Dark,06 - Ice,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
17-113,GLADSTONE AVE @ PERCY ST,367328.70850,5030205.70773,-75.70117664520,45.40899473230,2017-01-04,6:54:00 PM,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-114,GREENBANK RD @ STRANDHERD DR,363934.15727,5014784.18051,-75.74638233270,45.27052831070,2017-01-04,7:05:00 PM,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-115,AQUAVIEW DR @ ESPRIT DR,384967.93875,5035746.36090,-75.47496022650,45.45704643730,2017-01-04,7:36:00 PM,03 - Snow,07 - Dark,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-116,RICHMOND RD btwn WINSTON AVE & CHURCHILL AVE N,363053.46890,5028171.91782,-75.75602954700,45.39106393070,2017-01-04,7:38:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
17-117,REVELSTOKE DR @ RIVERSIDE DR,368218.72809,5024424.93981,-75.69055014610,45.35690092000,2017-01-04,7:47:00 PM,05 - Drifting Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-118,PRINCE OF WALES DR btwn HARTWELL LOCKS/548 N OF RIDEAUVIEW TER & FAIRC,367091.86590,5026881.42112,-75.70462180640,45.37910480620,2017-01-04,8:02:00 PM,03 - Snow,07 - Dark,06 - Ice,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
17-119,RICHMOND RD btwn CAMBRIAN RD & CAMBRIAN RD,359111.49314,5009518.28515,-75.80841388100,45.22353383670,2017-01-04,7:57:00 PM,03 - Snow,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-120,SHERMAN DR btwn NAVAHO DR & CLINE CRES,363027.59699,5024898.61923,-75.75674589470,45.36161336060,2017-01-04,6:15:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-121,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,370885.52131,5030556.25861,-75.65569510810,45.41182204380,2017-01-04,8:33:00 PM,01 - Clear,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-122,JEANNE D'ARC BLVD  N btwn DECARIE DR & BILBERRY DR,381102.99820,5038591.01700,-75.52392886340,45.48307305580,2017-01-04,8:41:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-123,CEDAR CREEK DR/DEVONWOOD CIRC @ FINDLAY CREEK,375592.26774,5020307.54662,-75.59703759700,45.31914868890,2017-01-04,8:44:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-124,CAHILL DR @ SOUTHGATE RD,371432.19904,5024423.51700,-75.64953938530,45.35659010070,2017-01-04,8:50:00 PM,03 - Snow,07 - Dark,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-125,MAJESTIC DR @ WOODROFFE AVE,363527.69340,5021573.20914,-75.75075774730,45.33164991460,2017-01-04,8:50:00 PM,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-126,BANK ST @ BILLINGS TRANSIT,369445.48963,5027740.90483,-75.67445992070,45.38662495580,2017-01-04,9:00:00 PM,03 - Snow,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-127,FALLOWFIELD RD btwn WOODROFFE AVE & VIA PARK PL/275 W OF WOODROFFE AVE,365004.90309,5017855.04185,-75.73236516880,45.29806897270,2017-01-04,9:00:00 PM,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,02 - Non-fatal injury,02 - Angle,0
17-128,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD,362981.96325,5016966.79006,-75.75826039460,45.29024691400,2017-01-04,9:11:00 PM,03 - Snow,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-129,ALBERT ST @ PRESTON ST,366162.41374,5030466.28774,-75.71604256440,45.41144258820,2017-01-04,10:00:00 PM,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-130,GREENBANK RD @ BERRIGAN DR/WESSEX RD,363721.10659,5015277.28307,-75.74903874330,45.27498314040,2017-01-04,10:49:00 PM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-131,INNES RD @ STAR TOP RD/WINDMILL LANE,374146.00906,5030665.70213,-75.61402879400,45.41249127400,2017-01-05,6:14:00 AM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-132,FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD,356047.18018,5012601.82040,-75.84711361830,45.25150990960,2017-01-05,6:28:00 AM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,01 - Approaching,0
17-133,ROCKDALE RD btwn HWY417 IC88 RAMP15 & HWY417 IC88 RAMP16,395337.79485,5022629.66687,-75.34480260440,45.33777198120,2017-01-05,6:45:00 AM,05 - Drifting Snow,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-134,FALLOWFIELD RD btwn EAGLESON RD & RICHMOND RD,356245.75427,5012674.23403,-75.84457646570,45.25214701540,2017-01-05,7:32:00 AM,01 - Clear,03 - Dawn,06 - Ice,10 - No control,,03 - P.D. only,07 - SMV other,0
17-135,CAMBRIAN RD @ RIVER MIST RD,364357.18590,5012611.70820,-75.74125206800,45.25094465660,2017-01-05,7:34:00 AM,01 - Clear,03 - Dawn,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-136,CARLING AVE @ ROCKY POINT RD,357034.89437,5023786.74077,-75.83335255060,45.35208076370,2017-01-05,7:56:00 AM,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-137,CARP RD @ HAZELDEAN RD,348804.57590,5014360.81143,-75.93922342600,45.26782815560,2017-01-04,8:00:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-138,BANK ST @ CAHILL DR/DAZE ST,371307.67337,5024317.58587,-75.65114284470,45.35564879000,2017-01-05,8:05:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-139,FALLOWFIELD RD @ MOODIE DR,359499.93916,5014637.27127,-75.80290471730,45.26956528390,2017-01-05,8:07:00 AM,01 - Clear,03 - Dawn,06 - Ice,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-140,PRINCE OF WALES DR btwn NATIONAL CAPITAL COMM DRWY & HARTWELL LOCKS/54,366992.24941,5027347.36830,-75.70583494800,45.38330613590,2017-01-05,8:15:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
17-141,SARSFIELD RD btwn DUNNING RD & MAGLADRY RD,396897.89687,5029669.07838,-75.32358869360,45.40090072200,2017-01-05,8:24:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,01 - Approaching,0
17-142,CEDAR CREEK DR/DEVONWOOD CIRC @ FINDLAY CREEK,375593.18657,5020306.48203,-75.59702602990,45.31913901740,2017-01-05,8:30:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-143,GREENBANK RD @ HALF MOON BAY,364651.59550,5013125.00410,-75.73743986390,45.25553832950,2017-01-05,8:42:00 AM,04 - Freezing Rain,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-144,COLONNADE RD @ PRINCE OF WALES DR,367393.70826,5023265.84720,-75.70122604250,45.34654578110,2017-01-05,8:53:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-145,FINDLAY CREEK DR btwn NETLEY CIRC & KELLY FARM DR,375300.82703,5019969.75553,-75.60080256680,45.31613870130,2017-01-05,8:58:00 AM,02 - Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,99 - Other,0
17-146,BLAIR PL @ OGILVIE RD,374799.72250,5033369.86496,-75.60529362590,45.43675677700,2017-01-05,9:03:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-147,BYRON AVE @ GOLDEN AVE,362886.40414,5027978.55100,-75.75818575710,45.38933792130,2017-01-05,9:01:00 AM,03 - Snow,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-148,BANK ST @ RIVERSIDE DR N,369226.95047,5027983.54600,-75.67721875830,45.38882830020,2017-01-05,9:05:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-149,EVEREST PRIV @ RUSSELL RD,372691.49380,5029716.21130,-75.63274040980,45.40409080660,2017-01-05,8:00:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-150,HAWTHORNE RD @ HUNT CLUB RD,375506.89153,5026405.67083,-75.59725467500,45.37402553150,2017-01-05,9:26:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-151,BRONSON AVE btwn UNIVERSITY RD & BREWER WAY,367972.14936,5028004.96632,-75.69323916900,45.38913533780,2017-01-05,9:44:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-152,INNES RD EB btwn ORLEANS BLVD & INNES RD,380471.85943,5034285.19036,-75.53266408340,45.44440134130,2017-01-05,9:44:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-153,DUNDONALD DR btwn LAMPREY ST & RIVER MIST RD,364650.97510,5011867.22940,-75.73759920040,45.24422088440,2017-01-05,9:53:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-154,ALGOMA RD @ STAR TOP RD,373932.58426,5031218.02207,-75.61667772560,45.41748188870,2017-01-05,10:18:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-155,CRESTWAY DR @ STRANDHERD DR,366346.90280,5015471.37019,-75.71555146750,45.27650459130,2017-01-05,10:26:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-156,BASELINE RD @ FISHER AVE,366164.11849,5026030.24944,-75.71657245710,45.37152801470,2017-01-05,10:47:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-157,ROGER STEVENS DR @ THIRD LINE RD,368211.67460,5000397.28820,-75.69370497210,45.14070227100,2017-01-05,10:48:00 AM,03 - Snow,01 - Daylight,04 - Slush,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
17-158,HAWTHORNE RD btwn LEITRIM RD & LOUISEIZE RD,377078.24668,5022615.94007,-75.57774919810,45.33976713970,2017-01-05,11:01:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-159,MICHAEL ST @ BELFAST RD,373126.54260,5030676.81081,-75.62705052310,45.41269150440,2017-01-05,11:06:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-160,BRONSON AVE @ FIFTH AVE/MADAWASKA DR,367613.97460,5028936.51348,-75.69769430970,45.39754935410,2017-01-05,11:09:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-161,PRINCE OF WALES DR @ FALLOWFIELD RD,367402.28511,5019166.47020,-75.70163496500,45.30965951230,2017-01-05,11:44:00 AM,03 - Snow,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-162,INNES RD/PRESTWICK DR @ LANTHIER DR,383543.53719,5035988.56260,-75.49313120590,45.45938752660,2017-01-05,11:53:00 AM,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
17-163,AIRPORT PKWY @ HUNT CLUB RD,371019.38637,5023701.28146,-75.65490447480,45.35013076060,2017-01-05,8:20:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-164,HUNT CLUB RD btwn CAHILL DR & LORRY GREENBERG DR,372539.17779,5024621.21074,-75.63538496540,45.35826280560,2017-01-05,12:15:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,04 - Sideswipe,0
17-165,CARP RD btwn WESTBROOK RD & LLOYDALEX CRES,347771.87491,5015408.46754,-75.95229246850,45.27731922230,2017-01-05,12:45:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-166,HERON RD @ KALADAR AVE,369685.72314,5026804.53899,-75.67151546810,45.37817762390,2017-01-05,12:35:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-167,BRIDLE PATH DR btwn PIMLICO CRES & PIMLICO CRES,371337.37755,5023774.77875,-75.65083681080,45.35076196880,2017-01-05,12:42:00 PM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-168,HAZELDEAN RD @ HUNTMAR DR/IBER RD,350940.88116,5016077.71546,-75.91184104410,45.28314049270,2017-01-05,11:25:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-169,RICHMOND RD @ STONEHAVEN DR,356781.09836,5015891.70837,-75.83741985280,45.28105915860,2017-01-05,12:51:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-170,BLOHM DR @ FORESTGLADE CRES S/PICASSO DR,375067.74292,5026322.52140,-75.60287261080,45.37332156600,2017-01-05,1:09:00 PM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-171,KIRKWOOD AVE btwn LEPAGE AVE & MERIVALE RD,364843.71637,5026647.62828,-75.73335326290,45.37719745850,2017-01-05,1:21:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
17-172,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL,372795.93865,5032195.28041,-75.63106432110,45.42638617530,2017-01-05,1:48:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
17-173,LEIKIN DR btwn BECKSTEAD RD & BILL LEATHEM DR,367049.78915,5017687.99967,-75.70631555420,45.29638774210,2017-01-05,1:50:00 PM,04 - Freezing Rain,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
17-174,EAGLESON RD btwn FLEWELLYN RD & FAULKNER TR,355406.20856,5014043.86531,-75.85513217560,45.26453217230,2017-01-05,1:53:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,03 - Rear end,0
17-175,BRONSON AVE @ CARLING AVE/GLEBE AVE,367448.71034,5029336.23090,-75.69975420720,45.40116070430,2017-01-05,2:06:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-176,HAWTHORNE RD/RUSSELL RD @ WALKLEY RD,374676.12247,5028500.39528,-75.60756364910,45.39295620500,2017-01-05,2:17:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-177,CAMPEAU DR btwn DIDSBURY RD & TERRY FOX DR,350328.02654,5018797.37380,-75.91940303460,45.30765274440,2017-01-05,2:22:00 PM,03 - Snow,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,02 - Angle,0
17-178,AIRPORT PKWY @ HUNT CLUB RD,371018.52800,5023702.45175,-75.65491527180,45.35014137160,2017-01-05,2:22:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
17-179,AIRPORT PKWY @ HUNT CLUB RD,371018.52800,5023705.57331,-75.65491485390,45.35016945790,2017-01-05,2:42:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,00 - Unknown,03 - P.D. only,07 - SMV other,0
17-180,CLIFTON RD @ SCOTT ST,363567.68950,5028881.43417,-75.74937834880,45.39740507580,2017-01-04,3:45:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
17-181,PAR-LA-VILLE CIRC btwn AQUILO CRES & AQUILO CRES,349966.41855,5016657.22444,-75.92420915490,45.28841838700,2017-01-05,3:13:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
17-182,BANK ST btwn CAHILL DR & TURN LANE (2),371536.16258,5024134.91838,-75.64825155050,45.35398349880,2017-01-05,3:18:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,01 - Approaching,0
17-183,WALKLEY RD btwn BAYCREST DR & HEATHERINGTON RD,371741.20885,5026779.89255,-75.64527650970,45.37776249290,2017-01-05,3:17:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
17-184,EARL ARMSTRONG RD @ SPRATT RD,368395.95863,5015010.30340,-75.68949678640,45.27217361310,2017-01-05,3:55:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
17-185,CRESTWAY DR @ LEIKIN DR,366939.40430,5016517.13931,-75.70786950070,45.28586222370,2017-01-05,7:40:00 AM,03 - Snow,03 - Dawn,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-186,HAWTHORNE RD @ HUNT CLUB RD,375508.60827,5026407.38757,-75.59723251290,45.37404080520,2017-01-05,4:20:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-187,GREENBANK RD btwn GREENBANK SQUARE SC & GIBBARD AVE,361412.51652,5020655.10681,-75.77784575920,45.32356266100,2017-01-05,4:15:00 PM,01 - Clear,05 - Dusk,04 - Slush,10 - No control,,03 - P.D. only,02 - Angle,0
17-188,IRIS ST @ SOUTHWOOD DR,360847.01510,5023441.81753,-75.78474316390,45.34868284200,2017-01-05,12:00:00 AM,01 - Clear,00 - Unknown,03 - Loose snow,02 - Stop sign,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,0
17-189,APPLE HILL DR @ SIEVERIGHT AVE,372436.71698,5024313.08927,-75.63673477220,45.35550033250,2017-01-05,5:05:00 PM,01 - Clear,05 - Dusk,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-190,DUMAURIER AVE @ PINECREST RD,360321.01010,5023835.84869,-75.79141113780,45.35227016530,2017-01-05,5:11:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-191,HERON RD @ ALTA VISTA DR,370491.00566,5026900.82036,-75.66122161860,45.37896889180,2017-01-05,5:23:00 PM,03 - Snow,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-192,EARL MULLIGAN DR @ WOODROFFE AVE,365250.86694,5017506.63621,-75.72927179480,45.29491291870,2017-01-05,5:26:00 PM,01 - Clear,05 - Dusk,06 - Ice,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
17-193,FROBISHER LANE W @ RIVERSIDE DR,370117.96439,5029599.69716,-75.66562704990,45.40328732370,2017-01-05,5:41:00 PM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-194,FALLOWFIELD RD @ MERIVALE RD,366892.57097,5018843.61083,-75.70817515790,45.30679971320,2017-01-05,5:15:00 PM,01 - Clear,05 - Dusk,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-195,FALCON AVE @ HERON RD,369606.64815,5026793.73349,-75.67252643750,45.37808771800,2017-01-05,6:30:00 PM,01 - Clear,07 - Dark,04 - Slush,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
17-196,FALLOWFIELD RD @ MERIVALE RD,366891.16986,5018845.28331,-75.70819281390,45.30681488600,2017-01-05,6:32:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-197,BANK ST @ JOHNSTON RD,370853.44724,5024842.10301,-75.65686954450,45.36041116540,2017-01-05,4:30:00 PM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-198,BEECHWOOD AVE btwn OAKHILL RD & HEMLOCK RD,369766.45835,5034308.59261,-75.66949566480,45.44568883030,2017-01-05,7:13:00 PM,01 - Clear,07 - Dark,04 - Slush,10 - No control,,03 - P.D. only,01 - Approaching,0
17-199,FALLOWFIELD RD @ MERIVALE RD,366893.42934,5018846.18594,-75.70816389100,45.30682280770,2017-01-05,8:01:00 PM,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-200,WEST HUNT CLUB RD WB btwn MERIVALE RD & ROYDON PL,365772.20720,5022042.69839,-75.72206722240,45.33568289480,2017-01-05,8:47:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
17-201,GREENBANK RD @ BERRIGAN DR/WESSEX RD,363723.46659,5015276.53466,-75.74900875600,45.27497620860,2017-01-05,9:57:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
17-202,BANK ST @ HUNT CLUB RD,371609.20987,5024095.32277,-75.64732470770,45.35362027500,2017-01-05,10:29:00 PM,02 - Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
17-203,FIFTH AVE btwn MURIEL ST & GORDON ST,367739.77771,5029008.03814,-75.69607849380,45.39818161420,2017-01-06,6:00:00 AM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
