name,latitude,longitude,elevation
MURDER CREEK,55.52,-127.8,245
NASS CAMP,55.24,-129.03,195
NASS RIVER,55.42,-129.02,1585
NEW HAZELTON,55.23,-127.6,313.9
QUICK,54.62,-126.9,533.4
ROSSWOOD,54.85,-128.8,182.9
SMITHERS A,54.83,-127.18,523
SMITHERS,54.83,-127.18,523
SMITHERS A,54.82,-127.18,521.8
SMITHERS AIRPORT AUTO,54.82,-127.19,517.6
SMITHERS CDA,54.73,-127.1,515.1
SMITHERS 4E,54.78,-127.08,577.6
TELKWA,54.65,-126.83,682.8
TELKWA COAL MINE RD,54.65,-127.12,670
TELKWA MACLURE LAKE,54.73,-127.02,640.1
TELKWA ROUND LAKE,54.67,-126.92,579.1
TELKWA WOODMERE RD,54.68,-126.98,854
TOPLEY LANDING,54.82,-126.16,722
UNUK RIVER ESKAY CREEK,56.65,-130.45,887
CEDARVALE,55.02,-128.32,152
SUSKWA VALLEY,55.29,-127.17,534
SUSTUT MOUNTAIN,56.62,-126.68,1798.3
SMITHERS KATHLYN LAKE,54.82,-127.22,546
ALEXIS CREEK,52.1,-123.62,853.4
ALEXIS CREEK,52.08,-123.28,800.1
ALEXIS CREEK,52.13,-123.33,723.9
ALEXIS CREEK TAUTRI CRK,52.55,-123.18,1219.2
ATNARKO PARKS CAMP,52.42,-125.92,289.9
BIG CREEK,51.67,-123.07,1175
BIG CREEK (AUT),51.26,-123.09,1670
BRALORNE,50.78,-122.82,1015
BLACKDOME MOUNTAIN,51.32,-122.5,1898
CHARLIE CREEK RANCH,51.75,-124.47,1158.2
CHILKO LAKE,51.62,-124.15,1172
COLLEYMOUNT,54.02,-126.13,731.5
CHARLOTTE LAKE,52.15,-125.28,1174.1
ELKINS CREEK RANCH,51.5,-123.78,1225.3
EUCHINIKO TITETOWN,53.33,-123.82,795.5
GILLIES CROSSING,53.23,-123.6,838.2
GRASSY PLAINS,53.92,-125.92,868.7
HAVEN LAKE,53.28,-127.02,1036.3
KEMANO KILDALA PASS,53.72,-128.1,1609.3
KLEENA KLEENE,52.05,-124.9,823
KLEENA KLEENE,51.98,-124.93,899.2
KLEENA KLEENE 2,51.98,-124.99,914.1
LAJOIE DAM,50.83,-122.87,685.8
LUNCH LAKE,51.82,-124.47,1017
MEAGER CREEK,50.63,-123.4,430.1
MOSLEY CREEK SAND CREEK,51.6,-125,759.9
NADINA RIVER,54.17,-126.67,807.7
NADINA RIVER,53.98,-126.38,731.5
NADINA RIVER,53.9,-126.95,914.1
NANIKA RIVER HATCHERY,54.1,-127.45,807.7
NAZKO,52.92,-123.62,899.2
NECHAKO RIVER (AUT),53.68,-124.83,715
NEMAIA VALLEY CHILKO LK,51.42,-124.07,1216.2
NIMPO LAKE,52.35,-125.13,1085.1
NIMPO LAKE 2,52.33,-125.15,1129.9
NORA LEE NORTH,53.98,-126.43,792.5
OOTSA L SKINS L SPILLWAY,53.77,-126,861.1
OOTSA LAKESKINS LAKE CLIMATE,53.77,-126,861
PEMBERTON AIRPORT (WIND),50.3,-122.74,203
PEMBERTON AIRPORT CS,50.31,-122.73,204.31
PEMBERTON BCFS,50.32,-122.82,218.2
PEMBERTON AIRPORT CWS,50.3,-122.74,204.3
PEMBERTON MEADOWS,50.45,-122.93,222.5
PEMBERTON MEADOWS 4NW,50.47,-122.93,243.8
PEMBERTON WOLVERINE CR,50.5,-122.98,271
PUNTCHESAKUT LAKE,52.99,-122.96,915
PUNTZI MOUNTAIN,52.17,-124.2,1371.6
PUNTZI MOUNTAIN,52.12,-124.08,909.5
PUNTZI MOUNTAIN (AUT),52.11,-124.14,909.8
QUESNEL BAR HL RANCH,52.83,-123.08,944.9
REDSTONE STUART RANCH,52.15,-123.7,841.9
SOUTHBANK,54.03,-125.77,730
TAHTSA LAKE WEST,53.62,-127.7,862.6
TAKYSIE LAKE,53.87,-125.87,884
TASEKO RIVER VICK CREEK,51.6,-123.68,1239.9
TATELKUZ LAKE,53.3,-124.73,914.4
TATLA LAKE BCFS,51.9,-124.6,944.9
TATLAYOKO LAKE,51.67,-124.41,870
TATLAYOKO LAKE RCS,51.67,-124.4,875
TSUNIAH LAKE LODGE,51.53,-124.17,1222.2
TYAUGHTON LAKE RESORT,50.93,-122.78,1021.1
WISTARIA,53.83,-126.21,862.6
HOUSTON MCBRIDE LAKE,54.07,-127.37,792.5
ALEZA LAKE,54.12,-122.07,624.8
ALKALI LAKE,51.78,-122.28,
BALDY HUGHES,53.62,-122.95,1128.1
BARKERVILLE,53.07,-121.51,1283
BOSS MOUNTAIN,52.1,-120.88,1531.6
BRIDGE RIVER,50.85,-122.43,609.6
BRIDGE RIVER,50.73,-122.22,253
BOWRON LAKE,53.28,-121.45,944.9
BURNS LAKE,54.23,-125.77,704.1
BURNS LAKE DECKER LAKE,54.25,-125.8,707.1
BURNS LAKE DECKER LAKE,54.38,-125.96,713.2
BURNS LAKE 10 SOUTH,54.15,-125.73,783
CAMILLE LAKE,52.42,-121.97,857
CANIM LAKE,51.9,-120.78,944.9
CHIEF LAKE,54.1,-123.07,792.5
CRESCENT SPUR,53.6,-120.7,686
DOG CREEK,51.58,-122.25,655.3
DOG CREEK A,51.63,-122.25,1027.2
DOME CREEK,53.75,-121.17,670.6
DOME CREEK,53.73,-120.98,647.7
DUNSTER,53.13,-119.85,725.4
DUNSTER 2,53.17,-119.83,833
ENDAKO MINE,54.03,-125.1,984.5
ENDAKO SAVORY,54.1,-125.17,688.8
ENGEN,54.03,-124.22,705.9
FORT FRASER,54.1,-124.55,701
FORT FRASER 13S,53.88,-124.58,701
FORT ST JAMES,54.46,-124.29,691
FORT ST JAMES A,54.42,-124.25,716.3
FORT ST JAMES AUTO,54.46,-124.29,688
GANG RANCH,51.55,-122.33,658
GISCOME,54.12,-122.27,598.9
HIXON,53.53,-122.7,551
HIXON BCFS,53.42,-122.58,586.7
HORSEFLY,52.33,-121.42,787.9
HORSEFLY BCFS,52.33,-121.42,784.9
HORSEFLY LAKE GRUHS LAKE,52.36,-121.36,777
ISLE PIERRE,53.97,-123.23,624.8
JESMOND,51.27,-121.97,1158.2
KALDER LAKE,54.97,-124.25,969.3
KEITHLEY CREEK,52.75,-121.4,807.7
KERSLEY,52.82,-122.37,670.6
KERSLEY 2,52.81,-122.41,570
LAC LA HACHE,51.82,-121.47,819
LAC LA HACHE DINGWALL CREEK,51.88,-121.73,906
LAC LA HACHE 11SW,51.72,-121.55,990
LEO CREEK,55.08,-125.58,698
LIKELY,52.6,-121.53,723.9
LORSTA WILLIAMS LAKE,51.97,-122.35,926.6
MACKAY RIVER,52.38,-120.72,1219.2
MAPES,53.88,-123.88,784.9
MCBRIDE ELDER CREEK,53.42,-120.35,733
MCBRIDE 4SE,53.27,-120.15,722.4
MCBRIDE NORTH,53.37,-120.25,771.1
MCBRIDE S & W RANCH,53.27,-120.13,716
MCGREGOR,54.08,-121.83,609.6
MCLEESE LAKE FRASERVIEW,52.38,-122.37,563.9
MCLEESE LAKE GRANITE MT,52.53,-122.29,1133
MOFFAT CREEK,52.23,-121.48,945
MOUNT ROBSON RANCH,53.02,-119.23,868.7
NAVER CREEK,53.28,-122.48,667.5
NAVER CREEK AHBAU,53.25,-122.33,896.1
NORCO COAL,53.82,-121.92,742.2
OCHILTREE MIOCENE,52.26,-121.72,1027
OLD SUMMIT RD NORTH,54.12,-122.65,685.8
100 MILE HOUSE,51.65,-121.27,929.6
108 MILE HOUSE,51.75,-121.33,957.1
150 MILE HOUSE,52.12,-121.93,737.6
150 MILE HOUSE 7N,52.22,-122,883.9
PRINCE GEORGE,53.92,-122.73,569.1
PRINCE GEORGE,53.83,-122.8,570
PRINCE GEORGE,53.88,-122.68,691
PRINCE GEORGE A,53.89,-122.68,691.3
PRINCE GEORGE AIRPORT AUTO,53.89,-122.67,680
PRINCE GEORGE MASSEY AUTO,53.9,-122.79,601
PRINCE GEORGE WEST LAKE,53.78,-122.85,699
PRINCE GEORGE 15NW,54.05,-122.74,762
PR GEORGE FOREMAN FLAT,53.93,-122.68,579.1
PRINCE GEORGE MIWORTH,53.97,-122.93,610
PRINCE GEORGE STP,53.88,-122.77,579
PRINCE GEORGE WESTWOOD,53.9,-122.78,591.3
QUESNEL,52.98,-122.48,487.7
QUESNEL AUT,53.03,-122.52,545.3
QUESNEL AWOS,53.03,-122.51,545
QUESNEL,53.03,-122.51,545
QUESNEL A,53.03,-122.51,545
QUESNEL AIRPORT AUTO,53.03,-122.51,545.3
QUESNEL MOOSE HEIGHTS,53.07,-122.5,711.7
QUESNEL NAZKO ROAD,53.02,-122.67,762
RED PASS JUNCTION,53,-119,1059.2
RED PASS MT ROBSON PARK,52.98,-119,1066.8
REDSTONE,52.1,-123.65,808.9
RISKE CREEK FTP,52.02,-122.52,1005.8
SALMON VAL ERICKSON RD,54.13,-122.65,693.4
SINCLAIR MILLS,54.02,-121.67,655.3
SODA CREEK,52.33,-122.28,
SPOKIN LAKE 4E,52.18,-121.69,1033
STEWART CREEK,53.2,-121.6,1207
TACHIE 1SE,54.63,-124.7,682.8
TAKLA LANDING,55.47,-125.97,854
TETE JAUNE,52.92,-119.38,776.9
TWAN CREEK,52.47,-122.62,914.4
TYEE LAKE,52.38,-122.08,911
UPPER FRASER,54.12,-121.95,612.6
VANDERHOOF,54.05,-124,637.9
VANDERHOOF 2NE,54.03,-124,676.7
VANDERHOOF,54.05,-124.13,673.6
WILLIAMS LAKE,52.13,-122.17,614
WILLIAMS LAKE A,52.18,-122.05,939.7
WILLIAMS LAKE A,52.18,-122.05,939.7
WILLIAMS LAKE ESLER,52.1,-122.18,930
WILLIAMS LAKE GLENDALE,52.15,-122.17,588.3
WILLIAMS LAKE RIVER,52.13,-122.15,585.2
WILLOW RIVER,54.06,-122.47,586
WILLOW RIVER,53.73,-122.32,801.3
WOODPECKER,53.52,-122.65,609.6
VANDERHOOF,54.03,-124.02,638
VANDERHOOF BRAESIDE RD,54.08,-124.27,682.8
CASTLE ROCK 6 NORTH,52.54,-122.49,541
CATFISH CREEK,53.63,-120.8,648
FRASER LAKE NORTH SHORE,54.12,-124.75,666
FRASER LAKE NORTH SHORE,54.08,-124.85,674
HORSEFLY RIVER (AUT),52,-121,846
108 MILE HOUSE ABEL LAKE,51.62,-121.26,1005
STRATHNAVER,53.37,-122.58,655
WILLIAMS LAKE ESLER 2,52.1,-122.18,917
WILLIAMS LAKE FROST CREEK,52.03,-122.13,822.9
TETE JAUNE,53,-119.54,746
WINEGLASS RANCH,51.85,-122.65,487.7
CALLAGHAN VALLEY (SKI JUMP TOP),50.14,-123.11,936
CYPRESS BOWL FREESTYLE,49.39,-123.21,969.1
ABBOTSFORD,49.02,-122.33,
ABBOTSFORD A,49.03,-122.36,59.13
ABBOTSFORD A,49.03,-122.36,59.1
ABBOTSFORD A,49.03,-122.36,59.1
ABBOTSFORD EAST,49.03,-122.25,7.6
ABBOTSFORD KING ROAD,49.03,-122.3,61
ABBOTSFORD UPPER SUMAS,49.05,-122.27,9.1
AGASSIZ RCS,49.24,-121.76,19.3
AGASSIZ CDA,49.24,-121.76,15
AGASSIZ MOUNTAIN INSTITUTE,49.27,-121.83,30
ALDERGROVE,49.12,-122.48,76.2
ALDERGROVE 2,49.03,-122.48,60
ALDERGROVE 48 AVENUE,49.08,-122.52,85
ALOUETTE LAKE,49.28,-122.48,117.3
ALOUETTE POWER HOUSE,49.37,-122.32,91.4
ANNACIS ISLAND,49.18,-122.93,4.6
WHISTLER - NESTERS,50.13,-122.95,659
BLACKCOMB MOUNTAIN 1860,50.1,-122.92,1860.9
BLACKCOMB BASE SLIDING CENTER,50.1,-122.94,937
BLACKCOMB BASE SLIDING CENTRE BOTTOM,50.11,-122.94,816.6
WHISTLER MOUNTAIN TIMING FLATS,50.09,-122.98,804.9
ALDERGROVE CENTRE,49.05,-122.47,60
BLACKCOMB MOUNTAIN 1540,50.1,-122.92,1540.2
BUNTZEN BAY,49.38,-122.86,10
BUNTZEN LAKE,49.38,-122.87,10
BURNABY BC INST TECHNOL,49.25,-123,30.5
BURNABY BRANTFORD,49.23,-122.97,125
BURNABY CAPITOL HILL,49.29,-122.99,182.9
BURNABY CURTIS,49.28,-122.97,99.1
BURNABY EAST,49.23,-122.93,114.3
BURNABY EDMONDS,49.22,-122.95,99.1
BURNABY LAKE,49.27,-122.95,65.5
BURNABY LAKE WEST,49.27,-122.98,33.5
BURNABY MTN TERMINAL,49.27,-122.93,137.2
BURNABY SIMON FRASER U,49.28,-122.92,365.8
BURNABY SUNCREST,49.22,-123.02,54.9
BURNABY VANCOUVER HTS,49.3,-123.02,82.3
BURNABY CARIBOO DAM,49.25,-122.92,12.8
BURNABY EAST,49.22,-122.75,120.1
BURQUITLAM VANCOUVER GOLF COURSE,49.25,-122.88,122
CALLAGHAN VALLEY,50.14,-123.11,884
CALLAGHAN VALLEY(BIATHALON),50.15,-123.12,870
CALLAGHAN VALLEY BIATHLON HIGH LEVEL,50.01,-123.12,882.7
CALLAGHAN VALLEY CROSS COUNTRY HIGH LEVEL,50.14,-123.11,922
CALLAGHAN VALLEY LOW LEVEL,50.14,-123.12,838
CALLAGHAN VALLEY(SKI JUMP BOTTOM),50.14,-123.11,860
CHILLIWACK,49.17,-121.92,11
CHILLIWACK CITY,49.18,-121.95,6.1
CHILLIWACK GIBSON ROAD,49.17,-121.87,12
CHILLIWACK MARBLEHILL CK,49.13,-121.83,213.4
CHILLIWACK R CENTRE CRK,49.1,-121.55,487.7
CHILLIWACK R FOLEY CREEK,49.1,-121.63,369.1
CHILLIWACK R TAMAHI CRK,49.07,-121.83,137.2
CHILLIWACK WESTVIEW,49.17,-121.97,6.1
CHILLIWACK YALE RD EAST,49.18,-121.9,7.6
CLOVERDALE,49.1,-122.73,3
CLOVERDALE CENTRE,49.1,-122.73,3
CLOVERDALE EAST,49.11,-122.7,50
CLOVERVALLEY FRYS CORNER,49.13,-122.73,9.1
COQUITLAM,49.27,-122.85,7.9
COQUITLAM COMO LAKE AVE,49.27,-122.87,160
COQUITLAM LAFARGE,49.28,-122.77,34
COQUITLAM LAKE,49.37,-122.8,160.9
COQUITLAM MUNDY PARK,49.25,-122.83,101
CHILLIWACK R HATCHERY,49.08,-121.7,225
COQUITLAM MUNDY PARK 2,49.26,-122.84,150
COQUITLAM MUNDY PARK 3,49.25,-122.84,144.4
CULTUS LAKE,49.08,-121.98,45.7
CULTUS LAKE,49.08,-121.98,45.7
CULTUS LAKE LINDELL,49.03,-122.02,61
CYPRESS BOWL 1425,49.41,-123.2,1425
CYPRESS BOWL,49.4,-123.2,930
CYPRESS BOWL UPPER,49.4,-123.19,1210
CYPRESS BOWL NORTH,49.4,-123.21,953
CYPRESS BOWL SOUTH,49.38,-123.19,885.5
CYPRESS BOWL GRANDSTAND,49.4,-123.21,968
DELTA ANNIEVILLE,49.15,-122.92,85.3
DELTA BEACH GROVE,49.03,-123.07,3
DELTA BURNS BOG,49.13,-123,3.11
DELTA LADNER EAST,49.08,-123.07,1.5
DELTA LADNER SOUTH,49.07,-123.08,2
DELTA OLIVER SLOUGH,49.08,-122.92,1.8
DELTA PEBBLE HILL,49,-123.08,51
DELTA SUNSHINE HILLS,49.12,-122.92,64
DELTA TSAWWASSEN,49.02,-123.1,53.3
DELTA TSAWWASSEN BEACH,49.01,-123.09,2.4
DEROCHE,49.18,-122.07,61
ELBOW LAKE,49.28,-121.97,218
ESSONDALE,49.25,-122.82,53.3
FORT LANGLEY,49.2,-122.62,6.1
FORT LANGLEY TELEGRAPH TRAIL,49.14,-122.55,76
EDENBANK SARDIS,49.13,-121.97,10
HANEY,49.22,-122.6,25.9
HANEY CORRL INSTN,49.25,-122.52,141.7
HANEY EAST,49.2,-122.56,30.5
HANEY 532,49.25,-122.62,3
HANEY PINE RIDGE CAMP,49.27,-122.52,150
HANEY UBC RF ADMIN,49.26,-122.57,147
HANEY UBC RF LOON LAKE,49.3,-122.58,353.6
HANEY UBC RF SPUR 17,49.3,-122.55,373.4
HATZIC LAKE,49.17,-122.25,25
HEMLOCK,49.38,-121.93,976.9
HOLLYBURN RIDGE,49.38,-123.18,930
HOWE SOUND STRACHAN CRK,49.42,-123.23,20
HUNTINGDON METER STATION,49,-122.22,7.6
HUNTINGDON VYE ROAD,49.03,-122.2,25
INDIAN ARM CENTRAL,49.38,-122.88,1
INDIAN ARM WOODLANDS,49.33,-122.92,15
IOCO REFINERY,49.3,-122.88,53.3
KENSINGTON PRAIRIE,49.07,-122.78,27.4
LADNER,49.08,-123.07,9.1
LADNER,49.08,-123.02,1.2
LADNER BCHPA,49.08,-123.05,1.5
LADNER MONITOR STN,49.07,-123.12,0
LADNER PORT GUICHON,49.08,-123.1,0
LAIDLAW,49.36,-121.58,37
LANGLEY,49.18,-122.53,
LANGLEY CAMPBELL R PK,49.03,-122.67,56
LANGLEY CENTRE,49.08,-122.62,59.4
LANGLEY LOCHIEL,49.05,-122.58,100.9
LANGLEY PRAIRIE,49.15,-122.65,86.9
LANGLEY RIVER ROAD,49.17,-122.53,15
LANGLEY WELLS,49.07,-122.67,45.7
LANGLEY 96 AVENUE,49.18,-122.6,13
LANGLEY SOUTH,49.03,-122.55,61
LIONS BAY,49.45,-123.24,52
MAPLE RIDGE,49.23,-122.62,23
MAPLE RIDGE FERGUSON AVENUE,49.21,-122.48,150
MATSQUI,49.1,-122.3,5
MATSQUI ROSS ROAD,49.07,-122.4,120
MAPLE RIDGE KANAKA CREEK,49.21,-122.51,76
MILNER AIC,49.13,-122.62,7.6
MISSION,49.13,-122.33,60
MISSION WEST ABBEY,49.15,-122.27,197
RICHMOND OPERATIONS CENTRE,49.18,-123.08,16
MOUNT SEYMOUR,49.43,-122.95,823
NEW WESTMINSTER,49.22,-122.93,118.9
NEW WESTMINSTER BC PEN,49.22,-122.9,18.3
NEW WESTM QUEENS PARK,49.22,-122.92,100.6
NEW WESTMINSTER WEST,49.22,-122.93,83.8
NORTH BURNABY UNION,49.28,-122.95,121.9
NORTH NICOMEN,49.2,-122.03,18
N VANCOUVER CANYON HTS,49.37,-123.1,208.8
N VANCOUVER CAPILANO,49.35,-123.12,93
NORTH VANCOUVER CITY,49.32,-123.08,88.4
N VANCOUVER GLENAIRE,49.33,-123.12,15.2
N VANC GROUSE MTN RESORT,49.38,-123.08,1103
NORTH VANCOUVER HOLYROOD,49.35,-123.08,182.9
N VANCOUVER LYNN CREEK,49.37,-123.03,190.5
N VANCOUVER LYNN VALLEY,49.35,-123.03,152.4
N VANCOUVER MOSQUITO CR,49.35,-123.08,344.4
NORTH VANCOUVER NORGATE,49.32,-123.12,4.6
N VANCOUVER N LONSDALE,49.35,-123.07,308
N VANCOUVER 2ND NARROWS,49.3,-123.01,4
N VANCOUVER UPR LONSDALE,49.35,-123.07,350.5
N VANCOUVER UPPER LYNN,49.35,-123.03,176.8
N VANCOUVER WHARVES,49.31,-123.12,7
N VANCOUVER DOLLARTON 2,49.32,-122.95,109.7
PITT LAKE,49.43,-122.52,7.6
PITT MEADOWS A,49.22,-122.71,3.35
PITT MEADOWS CS,49.21,-122.69,5
PITT MEADOWS LOUGHEED,49.23,-122.68,6.1
PITT POLDER,49.27,-122.63,5
PITT RIVER,49.25,-122.73,5.5
POINT ATKINSON,49.33,-123.26,14
PORT COQUITLAM,49.27,-122.78,12
PORT COQUITLAM CITY YARD,49.27,-122.78,6.7
PRT COQUITLAM PRAIRIE RD,49.27,-122.73,2.7
PORT KELLS,49.15,-122.7,9.1
PORT MOODY CENTRE,49.28,-122.85,23
REIDVILLE,49.12,-122.85,99.1
RICHMOND CBC TRANSMITTER,49.15,-123.12,1.5
RICHMOND BROADMOOR,49.13,-123.13,1
RICHMOND DALLYN 2,49.18,-123.09,1.8
RICHMOND EAST,49.18,-122.97,0.6
RICHMOND MCLENNAN ROAD,49.2,-123.1,1.8
RICHMOND MINLER ROAD,49.15,-123.15,1.2
RICHMOND NELSON RD,49.17,-123.02,1.8
RICHMOND RIVER ROAD EAST,49.2,-123.03,2.1
ROSEDALE,49.18,-121.8,10.7
RUSKIN,49.17,-122.42,30.5
PORT MOODY GLENAYRE,49.28,-122.88,129.5
RICHMOND BROADMOOR 2,49.15,-123.12,2
PORT MOODY MERIDIAN,49.3,-122.8,325.5
RICHMOND GEAL RD,49.15,-123.17,1.2
RICHMOND NATURE PARK,49.17,-123.09,3
SANDHEADS CS,49.11,-123.3,11
SARDIS,49.08,-121.89,106.7
SARDIS 2,49.12,-121.95,24
SEYMOUR CREEK,49.42,-122.95,177.7
SEYMOUR FALLS,49.44,-122.97,244
STAVE FALLS,49.23,-122.37,110
STAVE LAKE SEVENTYNINE CREEK,49.28,-122.33,106
STEVESTON,49.13,-123.19,0
SUMAS CANAL,49.11,-122.11,9
SUMAS PRAIRIE,49.05,-122.13,3
SUMAS PRAIRIE 2,49.05,-122.15,10.1
SURREY KWANTLEN PARK,49.19,-122.86,78
SURREY MUNICIPAL HALL,49.11,-122.83,76
SURREY NEWTON,49.13,-122.85,73.2
SURREY SUNNYSIDE,49.05,-122.77,95.1
SURREY BRIDGEVIEW,49.22,-122.87,9.1
SURREY TYNEHEAD B,49.21,-122.78,77.1
SURREY 99A AVE,49.18,-122.85,96
SURREY WHITE ROCK,49.03,-122.77,54.9
SURREY 104 AVE 164 ST,49.2,-122.77,65.5
TSAWWASSEN FERRY AUTO,49,-123.13,7.3
VANCOUVER SEA ISLAND CCG,49.18,-123.19,2.11
VANCOUVER INTL A,49.19,-123.18,4.3
VANCOUVER CEDAR COTTAGE,49.25,-123.05,79.2
VANCOUVER CENTRAL PARK,49.23,-123.02,121.9
VANCOUVER INT'L HWOS,49.19,-123.18,4.3
VANCOUVER CITY HALL,49.28,-123.12,86.3
VANCOUVER HILLCREST,49.23,-123.1,83.9
VANCOUVER DUNBAR,49.23,-123.18,61
VANCOUVER DUNBAR SOUTH,49.25,-123.18,61
VANCOUVER EXHIB PARK,49.28,-123.05,35.1
VANCOUVER FAIRVIEW,49.27,-123.13,35.1
VANCOUVER FRASERVIEW,49.2,-123.05,85.3
VANCOUVER HARBOUR CS,49.3,-123.12,2.5
VANCOUVER INT'L A,49.2,-123.18,4.3
VANCOUVER KERRISDALE,49.23,-123.17,45.7
VANCOUVER KERRISDALE,49.23,-123.13,88.4
VANCOUVER KINGCREST,49.25,-123.08,65.5
VANCOUVER KITSILANO,49.27,-123.17,12
VANCOUVER MARPOLE,49.2,-123.13,30.5
VANCOUVER MT PLEASANT,49.27,-123.1,48.8
VANCOUVER OAK 53,49.22,-123.13,82.3
VANCOUVER OAKRIDGE,49.23,-123.12,76
VANCOUVER PMO,49.28,-123.12,59.4
VANCOUVER QUILCHENA,49.23,-123.15,83.8
VANCOUVER RUPERT ST,49.23,-123.03,91.1
VANCOUVER SOUTHLANDS,49.23,-123.18,8
VANCOUVER SOUTH FRASER,49.22,-123.07,64
VANCOUVER TRAFALGAR PK,49.27,-123.15,42
VANCOUVER UBC,49.25,-123.25,76
VANCOUVER WEST PT GREY,49.27,-123.22,61
VANCOUVER WPG BYNG,49.27,-123.2,76.2
VEDDER SOUTH LICKMAN,49.1,-122,15.2
WEST VANCOUVER,49.33,-123.17,28.7
W VANC BALLANTREE PLACE,49.37,-123.13,289.6
WEST VANCOUVER AUT,49.35,-123.19,170.21
W VANC CAPILANO GCC,49.35,-123.12,200.9
W VANCOUVER COPPER COVE,49.38,-123.28,45.7
W VANCOUVER CYPRESS PARK,49.35,-123.25,155
W VANCOUVER DUNDARAVE,49.33,-123.18,2
WEST VANCOUVER KEW BEACH,49.35,-123.25,64
WEST VANCOUVER MACBETH,49.33,-123.12,54.9
WEST VANCOUVER MATHERS,49.33,-123.18,45.7
W VANCOUVER MILLSTREAM,49.37,-123.13,381
WEST VANCOUVER OTTAWA,49.33,-123.17,121.9
W VANCOUVER PALMERSTON,49.33,-123.15,121.9
WEST VANCOUVER RENA CRES,49.33,-123.15,146.3
WHALLEY BALL PARK,49.2,-122.85,80.8
WHALLEY BOLIVAR CRESCENT,49.2,-122.85,61
WHALLEY FOREST NURSERY,49.18,-122.83,83.8
WHALLEY HILTON ROAD,49.2,-122.85,91.4
WHISTLER ROUNDHOUSE,50.07,-122.95,1835
WHITE ROCK CAMPBELL SCIENTIFIC,49.02,-122.78,13
WHITE ROCK BREARLEY,49.03,-122.82,76.2
WHITE ROCK OCEAN PARK,49.04,-122.88,45.7
WHITE ROCK STP,49.02,-122.78,13
WHONNOCK,49.21,-122.48,162
WHONNOCK NO 5 RD,49.18,-122.47,61
WHONNOCK THORN HILL,49.18,-122.5,213.4
WHONNOCK 269 ST,49.18,-122.48,61
WHISTLER MOUNTAIN HIGH LEVEL,50.08,-122.95,1639.97
WHISTLER MOUNTAIN LOW LEVEL,50.09,-122.98,933.13
WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND,50.07,-122.95,1690
WHISTLER MOUNTAIN MID-STATION,50.09,-122.96,1320
W VANCOUVER CRESTWELL RD,49.35,-123.15,304.8
VANCOUVER WALES ST,49.22,-123.05,91.1
YARROW,49.07,-122.07,99.1
YARROW SUMAS LAKE,49.08,-122.12,9.1
BURNABY METROTOWN,49.22,-123,125
COQUITLAM NORTH,49.27,-122.85,51
N VANCOUVER W KEITH RD,49.32,-123.08,64
HANEY UBC RF MARC,49.28,-122.58,114.3
LIONS BAY 2,49.45,-123.23,40
MAPLE RIDGE STP,49.22,-122.63,6.1
MISSION HARTLEY RD,49.25,-122.23,137.2
N VANCOUVER CLEVELAND,49.36,-123.11,157
N VANC GRAND BLVD,49.32,-123.05,111.3
NORTH VANC LONSDALE PARK,49.33,-123.07,135.6
N VANCOUVER CLOVERLEY,49.32,-123.05,79.2
N VANCOUVER SEYMOUR BLVD,49.32,-123.02,8.5
N VANCOUVER CAPILANO HIGHLANDS,49.35,-123.12,130
PITT MEADOWS STP,49.22,-122.68,4.9
PORT COQUITLAM BURKE MOUNTAIN,49.28,-122.75,60
PITT MEADOWS ALOUETTE RIVER,49.28,-122.67,6
PORLIER PASS LIGHT STATION,49.02,-123.58,3.3
PORT COQUITLAM MARY HILL,49.25,-122.78,63
SURREY PANORAMA RIDGE,49.1,-122.85,50
SURREY GUILDFORD,49.19,-122.83,80
VANCOUVER JERICHO BEACH,49.27,-123.17,6.7
VANCOUVER WEST 10TH,49.27,-123.17,54.9
VANCOUVER GRANDVIEW E,49.27,-123.03,53.3
VANCOUVER GRANDVIEW N,49.28,-123.05,45.7
VANCOUVER KITSILANO BEACH,49.27,-123.17,12
INDIAN ARM FARRER COVE,49.33,-122.88,20
MAPLE RIDGE WHONNOCK LAKE,49.22,-122.48,172
N VAN SEYMOUR HATCHERY,49.44,-122.97,177
N VANCOUVER REDONDA DR,49.37,-123.08,228.6
N VANC SONORA DR,49.36,-123.1,182.9
NORTH VANCOUVER BLUE RIDGE,49.32,-123,71.9
NORTH VANCOUVER DOLLARTON,49.32,-122.95,52
SURREY FLEETWOOD,49.15,-122.79,67
ALLISON PASS,49.13,-120.83,1341.1
ALLISON PASS DOH,49.12,-120.87,1339.9
BOSTON BAR ALPINE,49.92,-121.45,213
BOSTON BAR,49.87,-121.43,199.9
BIRKENHEAD LAKE,50.57,-122.65,715.1
BOSTON BAR,49.87,-121.45,163.1
EAST LILLOOET,50.7,-121.92,269.7
GATES STATION,50.52,-122.52,390.2
HELLS GATE,49.78,-121.45,121.9
HOPE,49.37,-121.48,39
HOPE A,49.37,-121.5,39
HOPE (AUT),49.37,-121.5,39
HOPE A,49.37,-121.5,39
HOPE AIRPORT,49.37,-121.49,39
HOPE DOG MOUNTAIN,49.42,-121.55,1475.2
HOPE KAWKAWA LAKE,49.38,-121.4,152.4
HOPE LITTLE MOUNTAIN,49.38,-121.42,176.8
HOPE SLIDE,49.27,-121.22,701
